review_id,product,rating,review_text,clean_review,sentiment,label,review_type
310,Laptop Stand,2,Works as advertised.,works as advertised.,Negative,0,Genuine
311,Laptop Stand,1,"Amazing performance, highly recommend.","amazing performance, highly recommend.",Negative,0,Genuine
312,Bluetooth Speaker,4,Battery life could be better.,battery life could be better.,Positive,2,Genuine
313,Wireless Earbuds,4,Not satisfied with the build quality.,not satisfied with the build quality.,Positive,2,Genuine
314,Smartphone Case,3,Would not buy again.,would not buy again.,Neutral,1,Genuine
315,Fitness Tracker,4,Battery life could be better.,battery life could be better.,Positive,2,Genuine
316,Smartphone Case,1,Would not buy again.,would not buy again.,Negative,0,Genuine
317,Bluetooth Speaker,3,Good value for money.,good value for money.,Neutral,1,Genuine
318,Bluetooth Speaker,4,"Amazing performance, highly recommend.","amazing performance, highly recommend.",Positive,2,Genuine
319,Gaming Mouse,4,Would not buy again.,would not buy again.,Positive,2,Genuine
320,Smartwatch,5,Battery life could be better.,battery life could be better.,Positive,2,Genuine
321,Gaming Mouse,3,Excellent quality and fast delivery.,excellent quality and fast delivery.,Neutral,1,Genuine
322,LED Monitor,2,Would not buy again.,would not buy again.,Negative,0,Genuine
323,Smartphone Case,3,Works as advertised.,works as advertised.,Neutral,1,Genuine
324,Smartphone Case,2,"Five stars, very happy with this purchase.","five stars, very happy with this purchase.",Negative,0,Genuine
325,Bluetooth Speaker,4,"Five stars, very happy with this purchase.","five stars, very happy with this purchase.",Positive,2,Genuine
326,Smartphone Case,5,"Average product, expected better.","average product, expected better.",Positive,2,Genuine
327,LED Monitor,1,Exceeded my expectations!,exceeded my expectations!,Negative,0,Genuine
328,LED Monitor,5,Not satisfied with the build quality.,not satisfied with the build quality.,Positive,2,Genuine
329,Smartphone Case,2,Excellent quality and fast delivery.,excellent quality and fast delivery.,Negative,0,Genuine
330,Portable Charger,4,Good value for money.,good value for money.,Positive,2,Genuine
331,Bluetooth Speaker,5,Would not buy again.,would not buy again.,Positive,2,Genuine
332,Smartwatch,4,"Average product, expected better.","average product, expected better.",Positive,2,Genuine
333,Mechanical Keyboard,3,"Five stars, very happy with this purchase.","five stars, very happy with this purchase.",Neutral,1,Genuine
334,Portable Charger,4,Would not buy again.,would not buy again.,Positive,2,Genuine
335,LED Monitor,1,Not satisfied with the build quality.,not satisfied with the build quality.,Negative,0,Genuine
336,Smartwatch,2,Not satisfied with the build quality.,not satisfied with the build quality.,Negative,0,Genuine
337,Gaming Mouse,3,Good value for money.,good value for money.,Neutral,1,Genuine
338,Laptop Stand,3,"Amazing performance, highly recommend.","amazing performance, highly recommend.",Neutral,1,Genuine
339,Wireless Earbuds,1,Good value for money.,good value for money.,Negative,0,Genuine
340,Wireless Earbuds,2,Battery life could be better.,battery life could be better.,Negative,0,Genuine
341,Gaming Mouse,4,Would not buy again.,would not buy again.,Positive,2,Genuine
342,Gaming Mouse,5,Works as advertised.,works as advertised.,Positive,2,Genuine
343,Smartphone Case,2,Works as advertised.,works as advertised.,Negative,0,Genuine
344,Wireless Earbuds,2,Good value for money.,good value for money.,Negative,0,Genuine
345,Gaming Mouse,5,Works as advertised.,works as advertised.,Positive,2,Genuine
346,Laptop Stand,3,Would not buy again.,would not buy again.,Neutral,1,Genuine
347,Laptop Stand,3,Works as advertised.,works as advertised.,Neutral,1,Genuine
348,Wireless Earbuds,5,Battery life could be better.,battery life could be better.,Positive,2,Genuine
349,Laptop Stand,4,Not satisfied with the build quality.,not satisfied with the build quality.,Positive,2,Genuine
350,LED Monitor,4,Would not buy again.,would not buy again.,Positive,2,Genuine
351,Gaming Mouse,1,Good value for money.,good value for money.,Negative,0,Genuine
352,Wireless Earbuds,1,Exceeded my expectations!,exceeded my expectations!,Negative,0,Genuine
353,Smartphone Case,3,Excellent quality and fast delivery.,excellent quality and fast delivery.,Neutral,1,Genuine
354,Gaming Mouse,3,Exceeded my expectations!,exceeded my expectations!,Neutral,1,Genuine
355,Laptop Stand,5,"Average product, expected better.","average product, expected better.",Positive,2,Genuine
356,Smartphone Case,2,Not satisfied with the build quality.,not satisfied with the build quality.,Negative,0,Genuine
357,Gaming Mouse,1,Good value for money.,good value for money.,Negative,0,Genuine
358,Gaming Mouse,1,"Average product, expected better.","average product, expected better.",Negative,0,Genuine
359,Smartphone Case,2,Would not buy again.,would not buy again.,Negative,0,Genuine
360,Fitness Tracker,2,Good value for money.,good value for money.,Negative,0,Genuine
361,Fitness Tracker,3,Good value for money.,good value for money.,Neutral,1,Genuine
362,Laptop Stand,2,Good value for money.,good value for money.,Negative,0,Genuine
363,Mechanical Keyboard,2,"Average product, expected better.","average product, expected better.",Negative,0,Genuine
364,Smartphone Case,2,Exceeded my expectations!,exceeded my expectations!,Negative,0,Genuine
365,Laptop Stand,5,Battery life could be better.,battery life could be better.,Positive,2,Genuine
366,Fitness Tracker,4,Exceeded my expectations!,exceeded my expectations!,Positive,2,Genuine
367,Portable Charger,2,Would not buy again.,would not buy again.,Negative,0,Genuine
368,Smartphone Case,1,Exceeded my expectations!,exceeded my expectations!,Negative,0,Genuine
369,Mechanical Keyboard,2,Good value for money.,good value for money.,Negative,0,Genuine
370,LED Monitor,5,Battery life could be better.,battery life could be better.,Positive,2,Genuine
371,LED Monitor,1,"Five stars, very happy with this purchase.","five stars, very happy with this purchase.",Negative,0,Genuine
372,Portable Charger,5,Good value for money.,good value for money.,Positive,2,Genuine
373,Mechanical Keyboard,4,Excellent quality and fast delivery.,excellent quality and fast delivery.,Positive,2,Genuine
374,Bluetooth Speaker,1,Battery life could be better.,battery life could be better.,Negative,0,Genuine
375,Wireless Earbuds,2,"Average product, expected better.","average product, expected better.",Negative,0,Genuine
376,Smartphone Case,2,Battery life could be better.,battery life could be better.,Negative,0,Genuine
377,Laptop Stand,3,Battery life could be better.,battery life could be better.,Neutral,1,Genuine
378,LED Monitor,3,Excellent quality and fast delivery.,excellent quality and fast delivery.,Neutral,1,Genuine
379,LED Monitor,1,"Five stars, very happy with this purchase.","five stars, very happy with this purchase.",Negative,0,Genuine
380,Smartwatch,2,"Five stars, very happy with this purchase.","five stars, very happy with this purchase.",Negative,0,Genuine
381,Mechanical Keyboard,1,Battery life could be better.,battery life could be better.,Negative,0,Genuine
382,Smartwatch,5,Exceeded my expectations!,exceeded my expectations!,Positive,2,Genuine
383,Fitness Tracker,2,Good value for money.,good value for money.,Negative,0,Genuine
384,Bluetooth Speaker,3,"Five stars, very happy with this purchase.","five stars, very happy with this purchase.",Neutral,1,Genuine
385,LED Monitor,2,Good value for money.,good value for money.,Negative,0,Genuine
386,Laptop Stand,3,"Amazing performance, highly recommend.","amazing performance, highly recommend.",Neutral,1,Genuine
387,Laptop Stand,5,"Amazing performance, highly recommend.","amazing performance, highly recommend.",Positive,2,Genuine
388,Mechanical Keyboard,3,Works as advertised.,works as advertised.,Neutral,1,Genuine
389,Laptop Stand,1,"Five stars, very happy with this purchase.","five stars, very happy with this purchase.",Negative,0,Genuine
390,Fitness Tracker,3,Not satisfied with the build quality.,not satisfied with the build quality.,Neutral,1,Genuine
391,Gaming Mouse,5,"Amazing performance, highly recommend.","amazing performance, highly recommend.",Positive,2,Genuine
392,Gaming Mouse,2,"Amazing performance, highly recommend.","amazing performance, highly recommend.",Negative,0,Genuine
393,Laptop Stand,1,Exceeded my expectations!,exceeded my expectations!,Negative,0,Genuine
394,Portable Charger,2,Good value for money.,good value for money.,Negative,0,Genuine
395,Gaming Mouse,2,Would not buy again.,would not buy again.,Negative,0,Genuine
396,LED Monitor,1,Exceeded my expectations!,exceeded my expectations!,Negative,0,Genuine
397,Gaming Mouse,4,Exceeded my expectations!,exceeded my expectations!,Positive,2,Genuine
398,Fitness Tracker,5,"Average product, expected better.","average product, expected better.",Positive,2,Genuine
399,Gaming Mouse,2,Would not buy again.,would not buy again.,Negative,0,Genuine
400,Bluetooth Speaker,3,"Amazing performance, highly recommend.","amazing performance, highly recommend.",Neutral,1,Genuine
401,Smartphone Case,3,Good value for money.,good value for money.,Neutral,1,Genuine
402,Fitness Tracker,1,Would not buy again.,would not buy again.,Negative,0,Genuine
403,Mechanical Keyboard,3,Battery life could be better.,battery life could be better.,Neutral,1,Genuine
404,Laptop Stand,4,Battery life could be better.,battery life could be better.,Positive,2,Genuine
405,Bluetooth Speaker,1,Exceeded my expectations!,exceeded my expectations!,Negative,0,Genuine
406,Portable Charger,5,Works as advertised.,works as advertised.,Positive,2,Genuine
407,Bluetooth Speaker,3,Not satisfied with the build quality.,not satisfied with the build quality.,Neutral,1,Genuine
408,Portable Charger,3,Exceeded my expectations!,exceeded my expectations!,Neutral,1,Genuine
409,Gaming Mouse,3,"Amazing performance, highly recommend.","amazing performance, highly recommend.",Neutral,1,Genuine
410,Portable Charger,4,Good value for money.,good value for money.,Positive,2,Genuine
411,Laptop Stand,5,Battery life could be better.,battery life could be better.,Positive,2,Genuine
412,Smartwatch,3,Would not buy again.,would not buy again.,Neutral,1,Genuine
413,Portable Charger,3,Not satisfied with the build quality.,not satisfied with the build quality.,Neutral,1,Genuine
414,Smartwatch,2,Would not buy again.,would not buy again.,Negative,0,Genuine
415,Portable Charger,4,Exceeded my expectations!,exceeded my expectations!,Positive,2,Genuine
416,Gaming Mouse,3,Not satisfied with the build quality.,not satisfied with the build quality.,Neutral,1,Genuine
417,Mechanical Keyboard,2,Excellent quality and fast delivery.,excellent quality and fast delivery.,Negative,0,Genuine
418,Mechanical Keyboard,3,"Five stars, very happy with this purchase.","five stars, very happy with this purchase.",Neutral,1,Genuine
419,Fitness Tracker,5,Excellent quality and fast delivery.,excellent quality and fast delivery.,Positive,2,Genuine
420,Wireless Earbuds,2,Good value for money.,good value for money.,Negative,0,Genuine
421,Smartwatch,2,Battery life could be better.,battery life could be better.,Negative,0,Genuine
422,Fitness Tracker,2,"Five stars, very happy with this purchase.","five stars, very happy with this purchase.",Negative,0,Genuine
423,Portable Charger,4,Battery life could be better.,battery life could be better.,Positive,2,Genuine
424,Smartphone Case,3,"Five stars, very happy with this purchase.","five stars, very happy with this purchase.",Neutral,1,Genuine
425,Smartphone Case,3,Battery life could be better.,battery life could be better.,Neutral,1,Genuine
426,Wireless Earbuds,3,Exceeded my expectations!,exceeded my expectations!,Neutral,1,Genuine
427,Fitness Tracker,1,Battery life could be better.,battery life could be better.,Negative,0,Genuine
428,Gaming Mouse,4,"Five stars, very happy with this purchase.","five stars, very happy with this purchase.",Positive,2,Genuine
429,Bluetooth Speaker,5,"Five stars, very happy with this purchase.","five stars, very happy with this purchase.",Positive,2,Genuine
430,Mechanical Keyboard,4,Excellent quality and fast delivery.,excellent quality and fast delivery.,Positive,2,Genuine
431,Bluetooth Speaker,1,Excellent quality and fast delivery.,excellent quality and fast delivery.,Negative,0,Genuine
432,Gaming Mouse,2,"Amazing performance, highly recommend.","amazing performance, highly recommend.",Negative,0,Genuine
433,Smartwatch,3,Good value for money.,good value for money.,Neutral,1,Genuine
434,Portable Charger,1,Not satisfied with the build quality.,not satisfied with the build quality.,Negative,0,Genuine
435,Wireless Earbuds,5,Works as advertised.,works as advertised.,Positive,2,Genuine
436,Smartwatch,3,"Amazing performance, highly recommend.","amazing performance, highly recommend.",Neutral,1,Genuine
437,Bluetooth Speaker,4,Exceeded my expectations!,exceeded my expectations!,Positive,2,Genuine
438,LED Monitor,1,Excellent quality and fast delivery.,excellent quality and fast delivery.,Negative,0,Genuine
439,Fitness Tracker,3,"Five stars, very happy with this purchase.","five stars, very happy with this purchase.",Neutral,1,Genuine
440,Wireless Earbuds,4,"Average product, expected better.","average product, expected better.",Positive,2,Genuine
441,Wireless Earbuds,3,Good value for money.,good value for money.,Neutral,1,Genuine
442,Mechanical Keyboard,5,"Amazing performance, highly recommend.","amazing performance, highly recommend.",Positive,2,Genuine
443,Bluetooth Speaker,4,Not satisfied with the build quality.,not satisfied with the build quality.,Positive,2,Genuine
444,Smartphone Case,2,"Average product, expected better.","average product, expected better.",Negative,0,Genuine
445,Portable Charger,1,Not satisfied with the build quality.,not satisfied with the build quality.,Negative,0,Genuine
446,Smartwatch,5,"Amazing performance, highly recommend.","amazing performance, highly recommend.",Positive,2,Genuine
447,Mechanical Keyboard,3,Works as advertised.,works as advertised.,Neutral,1,Genuine
448,Smartwatch,3,Exceeded my expectations!,exceeded my expectations!,Neutral,1,Genuine
449,Portable Charger,5,Good value for money.,good value for money.,Positive,2,Genuine
450,Smartwatch,1,Would not buy again.,would not buy again.,Negative,0,Genuine
451,Mechanical Keyboard,5,Would not buy again.,would not buy again.,Positive,2,Genuine
452,Laptop Stand,4,"Average product, expected better.","average product, expected better.",Positive,2,Genuine
453,Smartwatch,3,Battery life could be better.,battery life could be better.,Neutral,1,Genuine
454,LED Monitor,3,Battery life could be better.,battery life could be better.,Neutral,1,Genuine
455,Wireless Earbuds,5,Not satisfied with the build quality.,not satisfied with the build quality.,Positive,2,Genuine
456,Bluetooth Speaker,4,"Amazing performance, highly recommend.","amazing performance, highly recommend.",Positive,2,Genuine
457,Smartphone Case,4,Battery life could be better.,battery life could be better.,Positive,2,Genuine
458,Fitness Tracker,4,"Average product, expected better.","average product, expected better.",Positive,2,Genuine
459,Bluetooth Speaker,2,Would not buy again.,would not buy again.,Negative,0,Genuine
460,Smartwatch,2,Exceeded my expectations!,exceeded my expectations!,Negative,0,Genuine
461,Laptop Stand,4,Exceeded my expectations!,exceeded my expectations!,Positive,2,Genuine
462,Bluetooth Speaker,2,Not satisfied with the build quality.,not satisfied with the build quality.,Negative,0,Genuine
463,Fitness Tracker,1,Exceeded my expectations!,exceeded my expectations!,Negative,0,Genuine
464,Fitness Tracker,5,"Average product, expected better.","average product, expected better.",Positive,2,Genuine
465,Smartwatch,2,Battery life could be better.,battery life could be better.,Negative,0,Genuine
466,Wireless Earbuds,2,Exceeded my expectations!,exceeded my expectations!,Negative,0,Genuine
467,Smartwatch,4,"Five stars, very happy with this purchase.","five stars, very happy with this purchase.",Positive,2,Genuine
468,Smartphone Case,5,"Average product, expected better.","average product, expected better.",Positive,2,Genuine
469,Gaming Mouse,1,Would not buy again.,would not buy again.,Negative,0,Genuine
470,Smartwatch,1,Not satisfied with the build quality.,not satisfied with the build quality.,Negative,0,Genuine
471,Fitness Tracker,4,Not satisfied with the build quality.,not satisfied with the build quality.,Positive,2,Genuine
472,Bluetooth Speaker,4,"Amazing performance, highly recommend.","amazing performance, highly recommend.",Positive,2,Genuine
473,Gaming Mouse,5,"Average product, expected better.","average product, expected better.",Positive,2,Genuine
474,Mechanical Keyboard,3,"Average product, expected better.","average product, expected better.",Neutral,1,Genuine
475,Fitness Tracker,2,Good value for money.,good value for money.,Negative,0,Genuine
476,Gaming Mouse,3,Would not buy again.,would not buy again.,Neutral,1,Genuine
477,Portable Charger,4,"Average product, expected better.","average product, expected better.",Positive,2,Genuine
478,LED Monitor,1,"Five stars, very happy with this purchase.","five stars, very happy with this purchase.",Negative,0,Genuine
479,Gaming Mouse,2,Not satisfied with the build quality.,not satisfied with the build quality.,Negative,0,Genuine
480,Fitness Tracker,4,Battery life could be better.,battery life could be better.,Positive,2,Genuine
481,LED Monitor,4,Exceeded my expectations!,exceeded my expectations!,Positive,2,Genuine
482,Laptop Stand,1,Works as advertised.,works as advertised.,Negative,0,Genuine
483,Gaming Mouse,4,"Average product, expected better.","average product, expected better.",Positive,2,Genuine
484,Bluetooth Speaker,2,Exceeded my expectations!,exceeded my expectations!,Negative,0,Genuine
485,Portable Charger,3,Works as advertised.,works as advertised.,Neutral,1,Genuine
486,Wireless Earbuds,2,"Five stars, very happy with this purchase.","five stars, very happy with this purchase.",Negative,0,Genuine
487,Portable Charger,4,Good value for money.,good value for money.,Positive,2,Genuine
488,Bluetooth Speaker,2,Battery life could be better.,battery life could be better.,Negative,0,Genuine
489,Smartphone Case,4,"Amazing performance, highly recommend.","amazing performance, highly recommend.",Positive,2,Genuine
490,Gaming Mouse,2,Works as advertised.,works as advertised.,Negative,0,Genuine
491,Wireless Earbuds,5,Exceeded my expectations!,exceeded my expectations!,Positive,2,Genuine
492,Laptop Stand,2,Not satisfied with the build quality.,not satisfied with the build quality.,Negative,0,Genuine
493,Fitness Tracker,4,Works as advertised.,works as advertised.,Positive,2,Genuine
494,Bluetooth Speaker,3,Good value for money.,good value for money.,Neutral,1,Genuine
495,Fitness Tracker,5,Good value for money.,good value for money.,Positive,2,Genuine
496,LED Monitor,1,Good value for money.,good value for money.,Negative,0,Genuine
497,Fitness Tracker,5,Would not buy again.,would not buy again.,Positive,2,Genuine
498,Mechanical Keyboard,4,"Average product, expected better.","average product, expected better.",Positive,2,Genuine
499,Wireless Earbuds,1,Not satisfied with the build quality.,not satisfied with the build quality.,Negative,0,Genuine
500,Fitness Tracker,2,"Average product, expected better.","average product, expected better.",Negative,0,Genuine
501,Wireless Earbuds,3,Battery life could be better.,battery life could be better.,Neutral,1,Genuine
502,Portable Charger,2,Not satisfied with the build quality.,not satisfied with the build quality.,Negative,0,Genuine
503,Gaming Mouse,3,Good value for money.,good value for money.,Neutral,1,Genuine
504,Laptop Stand,2,Works as advertised.,works as advertised.,Negative,0,Genuine
505,Smartphone Case,2,Exceeded my expectations!,exceeded my expectations!,Negative,0,Genuine
506,Wireless Earbuds,4,Exceeded my expectations!,exceeded my expectations!,Positive,2,Genuine
507,Bluetooth Speaker,2,Not satisfied with the build quality.,not satisfied with the build quality.,Negative,0,Genuine
508,Fitness Tracker,1,Battery life could be better.,battery life could be better.,Negative,0,Genuine
509,Bluetooth Speaker,1,Good value for money.,good value for money.,Negative,0,Genuine
510,Smartphone Case,1,Would not buy again.,would not buy again.,Negative,0,Genuine
511,Gaming Mouse,4,Exceeded my expectations!,exceeded my expectations!,Positive,2,Genuine
512,Smartwatch,1,"Amazing performance, highly recommend.","amazing performance, highly recommend.",Negative,0,Genuine
513,Bluetooth Speaker,4,Good value for money.,good value for money.,Positive,2,Genuine
514,Fitness Tracker,1,Would not buy again.,would not buy again.,Negative,0,Genuine
515,Smartwatch,3,Exceeded my expectations!,exceeded my expectations!,Neutral,1,Genuine
516,Laptop Stand,1,Exceeded my expectations!,exceeded my expectations!,Negative,0,Genuine
517,LED Monitor,2,Good value for money.,good value for money.,Negative,0,Genuine
518,Fitness Tracker,4,Not satisfied with the build quality.,not satisfied with the build quality.,Positive,2,Genuine
519,Smartwatch,3,Battery life could be better.,battery life could be better.,Neutral,1,Genuine
520,Portable Charger,4,"Amazing performance, highly recommend.","amazing performance, highly recommend.",Positive,2,Genuine
521,Smartphone Case,3,Excellent quality and fast delivery.,excellent quality and fast delivery.,Neutral,1,Genuine
522,Mechanical Keyboard,1,Good value for money.,good value for money.,Negative,0,Genuine
523,Fitness Tracker,1,Not satisfied with the build quality.,not satisfied with the build quality.,Negative,0,Genuine
524,Smartphone Case,1,Battery life could be better.,battery life could be better.,Negative,0,Genuine
525,Mechanical Keyboard,4,Would not buy again.,would not buy again.,Positive,2,Genuine
526,Bluetooth Speaker,1,"Five stars, very happy with this purchase.","five stars, very happy with this purchase.",Negative,0,Genuine
527,Fitness Tracker,5,"Average product, expected better.","average product, expected better.",Positive,2,Genuine
528,Wireless Earbuds,1,Would not buy again.,would not buy again.,Negative,0,Genuine
529,Smartphone Case,3,Not satisfied with the build quality.,not satisfied with the build quality.,Neutral,1,Genuine
530,Laptop Stand,2,Works as advertised.,works as advertised.,Negative,0,Genuine
531,Gaming Mouse,2,Would not buy again.,would not buy again.,Negative,0,Genuine
532,Smartphone Case,2,Excellent quality and fast delivery.,excellent quality and fast delivery.,Negative,0,Genuine
533,Laptop Stand,4,Good value for money.,good value for money.,Positive,2,Genuine
534,Gaming Mouse,3,Good value for money.,good value for money.,Neutral,1,Genuine
535,Laptop Stand,5,Exceeded my expectations!,exceeded my expectations!,Positive,2,Genuine
536,Portable Charger,2,"Average product, expected better.","average product, expected better.",Negative,0,Genuine
537,Smartwatch,3,Not satisfied with the build quality.,not satisfied with the build quality.,Neutral,1,Genuine
538,Gaming Mouse,1,Battery life could be better.,battery life could be better.,Negative,0,Genuine
539,Laptop Stand,4,Not satisfied with the build quality.,not satisfied with the build quality.,Positive,2,Genuine
540,Portable Charger,4,Good value for money.,good value for money.,Positive,2,Genuine
541,Fitness Tracker,4,Exceeded my expectations!,exceeded my expectations!,Positive,2,Genuine
542,Gaming Mouse,5,Works as advertised.,works as advertised.,Positive,2,Genuine
543,Laptop Stand,3,Would not buy again.,would not buy again.,Neutral,1,Genuine
544,Gaming Mouse,3,Battery life could be better.,battery life could be better.,Neutral,1,Genuine
545,Mechanical Keyboard,1,"Amazing performance, highly recommend.","amazing performance, highly recommend.",Negative,0,Genuine
546,Fitness Tracker,1,"Amazing performance, highly recommend.","amazing performance, highly recommend.",Negative,0,Genuine
547,Gaming Mouse,2,"Average product, expected better.","average product, expected better.",Negative,0,Genuine
548,Mechanical Keyboard,1,"Amazing performance, highly recommend.","amazing performance, highly recommend.",Negative,0,Genuine
549,Portable Charger,3,Not satisfied with the build quality.,not satisfied with the build quality.,Neutral,1,Genuine
550,Mechanical Keyboard,2,Exceeded my expectations!,exceeded my expectations!,Negative,0,Genuine
551,Fitness Tracker,2,"Average product, expected better.","average product, expected better.",Negative,0,Genuine
552,Wireless Earbuds,1,Not satisfied with the build quality.,not satisfied with the build quality.,Negative,0,Genuine
553,Laptop Stand,5,"Amazing performance, highly recommend.","amazing performance, highly recommend.",Positive,2,Genuine
554,Smartwatch,4,Exceeded my expectations!,exceeded my expectations!,Positive,2,Genuine
555,Bluetooth Speaker,1,Good value for money.,good value for money.,Negative,0,Genuine
556,Mechanical Keyboard,3,Good value for money.,good value for money.,Neutral,1,Genuine
557,Portable Charger,2,Not satisfied with the build quality.,not satisfied with the build quality.,Negative,0,Genuine
558,Portable Charger,3,"Average product, expected better.","average product, expected better.",Neutral,1,Genuine
559,Gaming Mouse,4,Battery life could be better.,battery life could be better.,Positive,2,Genuine
560,Fitness Tracker,3,Excellent quality and fast delivery.,excellent quality and fast delivery.,Neutral,1,Genuine
561,Wireless Earbuds,1,"Five stars, very happy with this purchase.","five stars, very happy with this purchase.",Negative,0,Genuine
562,Gaming Mouse,4,Works as advertised.,works as advertised.,Positive,2,Genuine
563,Portable Charger,4,Would not buy again.,would not buy again.,Positive,2,Genuine
564,Wireless Earbuds,3,"Amazing performance, highly recommend.","amazing performance, highly recommend.",Neutral,1,Genuine
565,LED Monitor,1,Not satisfied with the build quality.,not satisfied with the build quality.,Negative,0,Genuine
566,Laptop Stand,1,Good value for money.,good value for money.,Negative,0,Genuine
567,Gaming Mouse,2,Good value for money.,good value for money.,Negative,0,Genuine
568,Fitness Tracker,3,Works as advertised.,works as advertised.,Neutral,1,Genuine
569,Fitness Tracker,3,Good value for money.,good value for money.,Neutral,1,Genuine
570,Bluetooth Speaker,5,Excellent quality and fast delivery.,excellent quality and fast delivery.,Positive,2,Genuine
571,Laptop Stand,3,Good value for money.,good value for money.,Neutral,1,Genuine
572,Wireless Earbuds,2,"Average product, expected better.","average product, expected better.",Negative,0,Genuine
573,Portable Charger,5,Good value for money.,good value for money.,Positive,2,Genuine
574,LED Monitor,5,Good value for money.,good value for money.,Positive,2,Genuine
575,Bluetooth Speaker,3,Not satisfied with the build quality.,not satisfied with the build quality.,Neutral,1,Genuine
576,Bluetooth Speaker,4,Works as advertised.,works as advertised.,Positive,2,Genuine
577,LED Monitor,3,Good value for money.,good value for money.,Neutral,1,Genuine
578,Laptop Stand,1,Exceeded my expectations!,exceeded my expectations!,Negative,0,Genuine
579,Wireless Earbuds,5,Not satisfied with the build quality.,not satisfied with the build quality.,Positive,2,Genuine
580,Mechanical Keyboard,4,Would not buy again.,would not buy again.,Positive,2,Genuine
581,Bluetooth Speaker,2,"Average product, expected better.","average product, expected better.",Negative,0,Genuine
582,Bluetooth Speaker,5,Not satisfied with the build quality.,not satisfied with the build quality.,Positive,2,Genuine
583,Gaming Mouse,4,Battery life could be better.,battery life could be better.,Positive,2,Genuine
584,Smartwatch,1,"Five stars, very happy with this purchase.","five stars, very happy with this purchase.",Negative,0,Genuine
585,Gaming Mouse,4,Good value for money.,good value for money.,Positive,2,Genuine
586,Smartwatch,3,"Five stars, very happy with this purchase.","five stars, very happy with this purchase.",Neutral,1,Genuine
587,Fitness Tracker,4,"Average product, expected better.","average product, expected better.",Positive,2,Genuine
588,Gaming Mouse,5,"Amazing performance, highly recommend.","amazing performance, highly recommend.",Positive,2,Genuine
589,Bluetooth Speaker,2,"Five stars, very happy with this purchase.","five stars, very happy with this purchase.",Negative,0,Genuine
590,Gaming Mouse,5,Works as advertised.,works as advertised.,Positive,2,Genuine
591,Gaming Mouse,2,"Average product, expected better.","average product, expected better.",Negative,0,Genuine
592,Wireless Earbuds,2,Works as advertised.,works as advertised.,Negative,0,Genuine
593,Smartphone Case,1,Works as advertised.,works as advertised.,Negative,0,Genuine
594,Mechanical Keyboard,1,Would not buy again.,would not buy again.,Negative,0,Genuine
595,Laptop Stand,3,Would not buy again.,would not buy again.,Neutral,1,Genuine
596,Bluetooth Speaker,4,Not satisfied with the build quality.,not satisfied with the build quality.,Positive,2,Genuine
597,Portable Charger,5,"Average product, expected better.","average product, expected better.",Positive,2,Genuine
598,Mechanical Keyboard,1,"Average product, expected better.","average product, expected better.",Negative,0,Genuine
599,Mechanical Keyboard,1,Battery life could be better.,battery life could be better.,Negative,0,Genuine
600,Gaming Mouse,4,Not satisfied with the build quality.,not satisfied with the build quality.,Positive,2,Genuine
601,Portable Charger,3,"Average product, expected better.","average product, expected better.",Neutral,1,Genuine
602,Gaming Mouse,4,Works as advertised.,works as advertised.,Positive,2,Genuine
603,Mechanical Keyboard,1,Excellent quality and fast delivery.,excellent quality and fast delivery.,Negative,0,Genuine
604,Fitness Tracker,1,Exceeded my expectations!,exceeded my expectations!,Negative,0,Genuine
605,LED Monitor,3,"Average product, expected better.","average product, expected better.",Neutral,1,Genuine
606,Gaming Mouse,1,Battery life could be better.,battery life could be better.,Negative,0,Genuine
607,Portable Charger,1,"Five stars, very happy with this purchase.","five stars, very happy with this purchase.",Negative,0,Genuine
608,Wireless Earbuds,2,Excellent quality and fast delivery.,excellent quality and fast delivery.,Negative,0,Genuine
609,Portable Charger,2,Would not buy again.,would not buy again.,Negative,0,Genuine
610,Bluetooth Speaker,5,Works as advertised.,works as advertised.,Positive,2,Genuine
611,Bluetooth Speaker,4,Would not buy again.,would not buy again.,Positive,2,Genuine
612,Gaming Mouse,4,"Five stars, very happy with this purchase.","five stars, very happy with this purchase.",Positive,2,Genuine
613,Wireless Earbuds,3,"Five stars, very happy with this purchase.","five stars, very happy with this purchase.",Neutral,1,Genuine
614,Smartwatch,1,Battery life could be better.,battery life could be better.,Negative,0,Genuine
615,Laptop Stand,4,Exceeded my expectations!,exceeded my expectations!,Positive,2,Genuine
616,Mechanical Keyboard,2,"Five stars, very happy with this purchase.","five stars, very happy with this purchase.",Negative,0,Genuine
617,Fitness Tracker,4,Would not buy again.,would not buy again.,Positive,2,Genuine
618,Bluetooth Speaker,5,"Amazing performance, highly recommend.","amazing performance, highly recommend.",Positive,2,Genuine
619,Laptop Stand,2,Excellent quality and fast delivery.,excellent quality and fast delivery.,Negative,0,Genuine
620,LED Monitor,1,Battery life could be better.,battery life could be better.,Negative,0,Genuine
621,Smartwatch,3,Battery life could be better.,battery life could be better.,Neutral,1,Genuine
622,Smartphone Case,1,Not satisfied with the build quality.,not satisfied with the build quality.,Negative,0,Genuine
623,LED Monitor,4,Works as advertised.,works as advertised.,Positive,2,Genuine
624,Mechanical Keyboard,5,"Average product, expected better.","average product, expected better.",Positive,2,Genuine
625,Fitness Tracker,4,"Amazing performance, highly recommend.","amazing performance, highly recommend.",Positive,2,Genuine
626,Gaming Mouse,4,Would not buy again.,would not buy again.,Positive,2,Genuine
